"","id","Horvath","Hannum","Levine","BNN","skinHorvath","PedBE","Wu","TL"
"1","GSM3936879_202163530086_R01C01",75.8168800466081,57.5112435605144,41.4649000622221,NA,74.0944242548179,10.1348397614803,5.19227362972582,7.13911956070278
"2","GSM3936880_202163530086_R02C01",58.8250406664748,60.3507279810909,44.8421018953162,NA,66.97453945202,6.64635677737985,6.40598722236819,7.43322312233008
"3","GSM3936881_202163530086_R03C01",71.8782764537976,61.6164359007493,31.5682411044879,NA,70.6400586983587,6.32952020587497,7.46643068358748,7.30089136577761
"4","GSM3936882_202163530086_R04C01",72.5927022049277,64.2314974353936,58.7994826471079,NA,84.1033375702077,9.57652562885752,11.0856052347366,7.44063673105882
"5","GSM3936883_202163530086_R05C01",40.0148397273451,21.3744130181382,30.1090841915073,NA,37.1143233811699,5.06609574761118,5.09499239122276,7.13754695309069
"6","GSM3936884_202163530086_R06C01",48.994311885752,37.6776156403832,32.0705353804906,NA,44.4853377592814,7.02031429044363,4.23348406343439,6.79387408548925
"7","GSM3936885_202163530086_R07C01",57.5606367058169,41.0679728008505,33.5246353919944,NA,50.0328780710752,6.06615451920399,3.48255489061603,7.21510660803442
"8","GSM3936886_202163530086_R08C01",68.4057728448824,63.1014659506644,22.6662738956089,NA,89.8091643960829,11.1414872624718,5.63528281394685,7.08799858210879
